rank_text,rank_href,rank,name_text,name_href,models
Search engines,https://db-engines.com/en/ranking/search+engine,16,Exorbyte,https://db-engines.com/en/system/Exorbyte,Search engine
Search engines,https://db-engines.com/en/ranking/search+engine,17,FinchDB,https://db-engines.com/en/system/FinchDB,Document store|Search engine
Search engines,https://db-engines.com/en/ranking/search+engine,18,Indica,https://db-engines.com/en/system/Indica,Search engine
Complete ranking,https://db-engines.com/en/ranking,197,Percona Server for MongoDB ,https://db-engines.com/en/system/Percona+Server+for+MongoDB,Document
Complete ranking,https://db-engines.com/en/ranking,198,Graph Engine,https://db-engines.com/en/system/Graph+Engine,Graph DBMS|Key-value store
Complete ranking,https://db-engines.com/en/ranking,199,Blazegraph,https://db-engines.com/en/system/Blazegraph,Graph DBMS|RDF store
Complete ranking,https://db-engines.com/en/ranking,200,ObjectBox,https://db-engines.com/en/system/ObjectBox,Object oriented
Complete ranking,https://db-engines.com/en/ranking,201,AlaSQL,https://db-engines.com/en/system/AlaSQL,Document store|Relational DBMS
Complete ranking,https://db-engines.com/en/ranking,202,OpenInsight,https://db-engines.com/en/system/OpenInsight,Multivalue
Complete ranking,https://db-engines.com/en/ranking,203,Northgate Reality,https://db-engines.com/en/system/Northgate+Reality,Multivalue
Complete ranking,https://db-engines.com/en/ranking,204,Perst,https://db-engines.com/en/system/Perst,Object oriented
Complete ranking,https://db-engines.com/en/ranking,205,SQream DB,https://db-engines.com/en/system/SQream+DB,Relational
Complete ranking,https://db-engines.com/en/ranking,206,Tokyo Tyrant,https://db-engines.com/en/system/Tokyo+Tyrant,Key-value
Complete ranking,https://db-engines.com/en/ranking,207,c-treeACE ,https://db-engines.com/en/system/c-treeACE,Key-value store|Relational DBMS
Complete ranking,https://db-engines.com/en/ranking,208,Rasdaman,https://db-engines.com/en/system/Rasdaman,Multivalue
Complete ranking,https://db-engines.com/en/ranking,209,Postgres-XL,https://db-engines.com/en/system/Postgres-XL,Relational DBMS|Document store
Complete ranking,https://db-engines.com/en/ranking,210,Algebraix,https://db-engines.com/en/system/Algebraix,RDF
Complete ranking,https://db-engines.com/en/ranking,211,Trafodion,https://db-engines.com/en/system/Trafodion,Relational
Complete ranking,https://db-engines.com/en/ranking,212,eXtremeDB ,https://db-engines.com/en/system/eXtremeDB,Relational DBMS|Time Series DBMS
Complete ranking,https://db-engines.com/en/ranking,213,Redland,https://db-engines.com/en/system/Redland,RDF
Complete ranking,https://db-engines.com/en/ranking,214,InfiniteGraph,https://db-engines.com/en/system/InfiniteGraph,Graph
Complete ranking,https://db-engines.com/en/ranking,215,Project Voldemort,https://db-engines.com/en/system/Project+Voldemort,Key-value
Complete ranking,https://db-engines.com/en/ranking,216,Actian PSQL,https://db-engines.com/en/system/Actian+PSQL,Relational
Complete ranking,https://db-engines.com/en/ranking,217,RDF4J,https://db-engines.com/en/system/RDF4J,RDF
Complete ranking,https://db-engines.com/en/ranking,218,Jade,https://db-engines.com/en/system/Jade,Object oriented
Complete ranking,https://db-engines.com/en/ranking,219,LokiJS,https://db-engines.com/en/system/LokiJS,Document
Complete ranking,https://db-engines.com/en/ranking,220,Starcounter,https://db-engines.com/en/system/Starcounter,Object oriented
Complete ranking,https://db-engines.com/en/ranking,221,Hibari,https://db-engines.com/en/system/Hibari,Key-value
Complete ranking,https://db-engines.com/en/ranking,222,FaunaDB ,https://db-engines.com/en/system/FaunaDB,Document store|Graph DBMS|Relational DBMS|Time Series DBMS
Complete ranking,https://db-engines.com/en/ranking,223,4store,https://db-engines.com/en/system/4store,RDF
Complete ranking,https://db-engines.com/en/ranking,224,Scalaris,https://db-engines.com/en/system/Scalaris,Key-value
Complete ranking,https://db-engines.com/en/ranking,225,Alibaba Cloud MaxCompute,https://db-engines.com/en/system/Alibaba+Cloud+MaxCompute,Relational
Complete ranking,https://db-engines.com/en/ranking,226,Raima Database Manager,https://db-engines.com/en/system/Raima+Database+Manager,Relational
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,1,Neo4j ,https://db-engines.com/en/system/Neo4j,Graph
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,2,Microsoft Azure Cosmos DB ,https://db-engines.com/en/system/Microsoft+Azure+Cosmos+DB,Document store|Graph DBMS|Key-value store|Wide column store
Complete ranking,https://db-engines.com/en/ranking,227,PipelineDB,https://db-engines.com/en/system/PipelineDB,Relational
Complete ranking,https://db-engines.com/en/ranking,228,YugaByte DB,https://db-engines.com/en/system/YugaByte+DB,Document store|Key-value store|Wide column store
Complete ranking,https://db-engines.com/en/ranking,229,ModeShape,https://db-engines.com/en/system/ModeShape,Content
Complete ranking,https://db-engines.com/en/ranking,230,Tajo,https://db-engines.com/en/system/Tajo,Relational
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,1,InfluxDB ,https://db-engines.com/en/system/InfluxDB,Time Series
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,2,Kdb+ ,https://db-engines.com/en/system/Kdb%2B,Time Series DBMS|Relational DBMS
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,3,OrientDB,https://db-engines.com/en/system/OrientDB,Document store|Graph DBMS|Key-value store
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,4,ArangoDB,https://db-engines.com/en/system/ArangoDB,Document store|Graph DBMS|Key-value store
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,5,Virtuoso ,https://db-engines.com/en/system/Virtuoso,Graph DBMS|Native XML DBMS|Relational DBMS|RDF store|Document store
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,6,Amazon Neptune,https://db-engines.com/en/system/Amazon+Neptune,Graph DBMS|RDF store
Complete ranking,https://db-engines.com/en/ranking,231,Amazon Timestream,https://db-engines.com/en/system/Amazon+Timestream,Time Series
Complete ranking,https://db-engines.com/en/ranking,232,Alibaba Cloud HybridDB,https://db-engines.com/en/system/Alibaba+Cloud+HybridDB,Relational
Complete ranking,https://db-engines.com/en/ranking,233,Sequoiadb ,https://db-engines.com/en/system/Sequoiadb,Document store|Relational DBMS
Complete ranking,https://db-engines.com/en/ranking,234,GridDB ,https://db-engines.com/en/system/GridDB,Key-value store|Time Series DBMS|Relational DBMS
Complete ranking,https://db-engines.com/en/ranking,235,Mimer SQL,https://db-engines.com/en/system/Mimer+SQL,Relational
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,3,Graphite,https://db-engines.com/en/system/Graphite,Time Series
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,4,Prometheus,https://db-engines.com/en/system/Prometheus,Time Series
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,5,RRDtool,https://db-engines.com/en/system/RRDtool,Time Series
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,7,JanusGraph,https://db-engines.com/en/system/JanusGraph,Graph
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,8,Giraph,https://db-engines.com/en/system/Giraph,Graph
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,9,Dgraph ,https://db-engines.com/en/system/Dgraph,Graph
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,10,GraphDB ,https://db-engines.com/en/system/GraphDB,Graph DBMS|RDF store
Complete ranking,https://db-engines.com/en/ranking,236,SearchBlox,https://db-engines.com/en/system/SearchBlox,Search engine
Complete ranking,https://db-engines.com/en/ranking,237,c-treeEDGE ,https://db-engines.com/en/system/c-treeEDGE,Key-value store|Relational DBMS
Complete ranking,https://db-engines.com/en/ranking,238,FlockDB,https://db-engines.com/en/system/FlockDB,Graph
Complete ranking,https://db-engines.com/en/ranking,239,Kyoto Cabinet,https://db-engines.com/en/system/Kyoto+Cabinet,Key-value
Complete ranking,https://db-engines.com/en/ranking,240,OpenQM,https://db-engines.com/en/system/OpenQM,Multivalue
Complete ranking,https://db-engines.com/en/ranking,241,SnappyData,https://db-engines.com/en/system/SnappyData,Relational
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,6,OpenTSDB,https://db-engines.com/en/system/OpenTSDB,Time Series
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,7,Druid,https://db-engines.com/en/system/Druid,Relational DBMS|Time Series DBMS
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,8,TimescaleDB ,https://db-engines.com/en/system/TimescaleDB,Time Series DBMS|Relational DBMS
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,9,KairosDB,https://db-engines.com/en/system/KairosDB,Time Series
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,10,eXtremeDB ,https://db-engines.com/en/system/eXtremeDB,Relational DBMS|Time Series DBMS
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,11,FaunaDB ,https://db-engines.com/en/system/FaunaDB,Document store|Graph DBMS|Relational DBMS|Time Series DBMS
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,11,AllegroGraph ,https://db-engines.com/en/system/AllegroGraph,Graph DBMS|RDF store
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,12,Stardog,https://db-engines.com/en/system/Stardog,Graph DBMS|RDF store
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,13,TigerGraph ,https://db-engines.com/en/system/TigerGraph,Graph
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,14,Sqrrl,https://db-engines.com/en/system/Sqrrl,Document store|Graph DBMS|Key-value store|Wide column store
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,15,Graph Engine,https://db-engines.com/en/system/Graph+Engine,Graph DBMS|Key-value store
Complete ranking,https://db-engines.com/en/ranking,242,Comdb2,https://db-engines.com/en/system/Comdb2,Relational
Complete ranking,https://db-engines.com/en/ranking,243,Heroic,https://db-engines.com/en/system/Heroic,Time Series
Complete ranking,https://db-engines.com/en/ranking,244,IBM Db2 Event Store,https://db-engines.com/en/system/IBM+Db2+Event+Store,Event Store|Time Series DBMS
Complete ranking,https://db-engines.com/en/ranking,245,Riak TS,https://db-engines.com/en/system/Riak+TS,Time Series
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,12,Amazon Timestream,https://db-engines.com/en/system/Amazon+Timestream,Time Series
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,13,GridDB ,https://db-engines.com/en/system/GridDB,Key-value store|Time Series DBMS|Relational DBMS
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,14,Heroic,https://db-engines.com/en/system/Heroic,Time Series
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,15,IBM Db2 Event Store,https://db-engines.com/en/system/IBM+Db2+Event+Store,Event Store|Time Series DBMS
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,16,Riak TS,https://db-engines.com/en/system/Riak+TS,Time Series
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,17,Axibase,https://db-engines.com/en/system/Axibase,Time Series
Object oriented DBMS,https://db-engines.com/en/ranking/object+oriented+dbms,1,InterSystems Caché,https://db-engines.com/en/system/InterSystems+Cach%C3%A9,Key-value store|Object oriented DBMS|Relational DBMS|Document store
Object oriented DBMS,https://db-engines.com/en/ranking/object+oriented+dbms,2,Versant Object Database,https://db-engines.com/en/system/Versant+Object+Database,Object oriented
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,16,Blazegraph,https://db-engines.com/en/system/Blazegraph,Graph DBMS|RDF store
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,17,InfiniteGraph,https://db-engines.com/en/system/InfiniteGraph,Graph
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,18,FaunaDB ,https://db-engines.com/en/system/FaunaDB,Document store|Graph DBMS|Relational DBMS|Time Series DBMS
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,19,FlockDB,https://db-engines.com/en/system/FlockDB,Graph
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,20,AgensGraph ,https://db-engines.com/en/system/AgensGraph,Graph DBMS|Relational DBMS
Complete ranking,https://db-engines.com/en/ranking,246,ElevateDB,https://db-engines.com/en/system/ElevateDB,Relational
Complete ranking,https://db-engines.com/en/ranking,247,AgensGraph ,https://db-engines.com/en/system/AgensGraph,Graph DBMS|Relational DBMS
Complete ranking,https://db-engines.com/en/ranking,248,InfoGrid,https://db-engines.com/en/system/InfoGrid,Graph
Complete ranking,https://db-engines.com/en/ranking,249,Axibase,https://db-engines.com/en/system/Axibase,Time Series
Complete ranking,https://db-engines.com/en/ranking,250,CubicWeb,https://db-engines.com/en/system/CubicWeb,RDF
Complete ranking,https://db-engines.com/en/ranking,251,AnzoGraph,https://db-engines.com/en/system/AnzoGraph,Graph DBMS|RDF store
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,18,Warp 10,https://db-engines.com/en/system/Warp+10,Time Series
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,19,Hawkular Metrics,https://db-engines.com/en/system/Hawkular+Metrics,Time Series
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,20,Quasardb ,https://db-engines.com/en/system/Quasardb,Time Series
Object oriented DBMS,https://db-engines.com/en/ranking/object+oriented+dbms,3,Db4o,https://db-engines.com/en/system/Db4o,Object oriented
Object oriented DBMS,https://db-engines.com/en/ranking/object+oriented+dbms,4,ObjectStore,https://db-engines.com/en/system/ObjectStore,Object oriented
Object oriented DBMS,https://db-engines.com/en/ranking/object+oriented+dbms,5,Matisse,https://db-engines.com/en/system/Matisse,Object oriented
Object oriented DBMS,https://db-engines.com/en/ranking/object+oriented+dbms,6,Objectivity/DB,https://db-engines.com/en/system/Objectivity%2FDB,Object oriented
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,21,InfoGrid,https://db-engines.com/en/system/InfoGrid,Graph
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,22,AnzoGraph,https://db-engines.com/en/system/AnzoGraph,Graph DBMS|RDF store
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,23,HyperGraphDB,https://db-engines.com/en/system/HyperGraphDB,Graph
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,24,Sparksee,https://db-engines.com/en/system/Sparksee,Graph
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,25,GRAKN.AI ,https://db-engines.com/en/system/GRAKN.AI,Graph DBMS|Relational DBMS
Complete ranking,https://db-engines.com/en/ranking,252,HyperGraphDB,https://db-engines.com/en/system/HyperGraphDB,Graph
Complete ranking,https://db-engines.com/en/ranking,253,Alibaba Cloud Table Store,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,Wide column
Complete ranking,https://db-engines.com/en/ranking,254,Lovefield,https://db-engines.com/en/system/Lovefield,Relational
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,21,Blueflood,https://db-engines.com/en/system/Blueflood,Time Series
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,22,TempoIQ,https://db-engines.com/en/system/TempoIQ,Time Series
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,23,SiriDB,https://db-engines.com/en/system/SiriDB,Time Series
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,24,IRONdb ,https://db-engines.com/en/system/IRONdb,Time Series
Object oriented DBMS,https://db-engines.com/en/ranking/object+oriented+dbms,7,ObjectDB,https://db-engines.com/en/system/ObjectDB,Object oriented
Object oriented DBMS,https://db-engines.com/en/ranking/object+oriented+dbms,8,GemStone/S,https://db-engines.com/en/system/GemStone%2FS,Object oriented
Object oriented DBMS,https://db-engines.com/en/ranking/object+oriented+dbms,9,InterSystems IRIS ,https://db-engines.com/en/system/InterSystems+IRIS,Document store|Key-value store|Object oriented DBMS|Relational DBMS
Object oriented DBMS,https://db-engines.com/en/ranking/object+oriented+dbms,10,ObjectBox,https://db-engines.com/en/system/ObjectBox,Object oriented
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,26,GraphBase,https://db-engines.com/en/system/GraphBase,Graph
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,27,TinkerGraph,https://db-engines.com/en/system/TinkerGraph,Graph
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,28,VelocityDB,https://db-engines.com/en/system/VelocityDB,Graph DBMS|Object oriented DBMS
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,29,HGraphDB,https://db-engines.com/en/system/HGraphDB,Graph
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,30,Memgraph ,https://db-engines.com/en/system/Memgraph,Graph
Complete ranking,https://db-engines.com/en/ranking,255,STSdb,https://db-engines.com/en/system/STSdb,Key-value
Complete ranking,https://db-engines.com/en/ranking,256,TransLattice,https://db-engines.com/en/system/TransLattice,Relational
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,25,Machbase,https://db-engines.com/en/system/Machbase,Time Series
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,26,DolphinDB,https://db-engines.com/en/system/DolphinDB,Time Series
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,27,Newts,https://db-engines.com/en/system/Newts,Time Series
Object oriented DBMS,https://db-engines.com/en/ranking/object+oriented+dbms,11,Perst,https://db-engines.com/en/system/Perst,Object oriented
Object oriented DBMS,https://db-engines.com/en/ranking/object+oriented+dbms,12,Jade,https://db-engines.com/en/system/Jade,Object oriented
Object oriented DBMS,https://db-engines.com/en/ranking/object+oriented+dbms,13,Starcounter,https://db-engines.com/en/system/Starcounter,Object oriented
Object oriented DBMS,https://db-engines.com/en/ranking/object+oriented+dbms,14,Eloquera,https://db-engines.com/en/system/Eloquera,Object oriented
Graph DBMS,https://db-engines.com/en/ranking/graph+dbms,31,DataChemist,https://db-engines.com/en/system/DataChemist,Graph DBMS|RDF store
Complete ranking,https://db-engines.com/en/ranking,257,Warp 10,https://db-engines.com/en/system/Warp+10,Time Series
Complete ranking,https://db-engines.com/en/ranking,258,Hawkular Metrics,https://db-engines.com/en/system/Hawkular+Metrics,Time Series
Complete ranking,https://db-engines.com/en/ranking,259,EsgynDB ,https://db-engines.com/en/system/EsgynDB,Relational
Document stores,https://db-engines.com/en/ranking/document+store,1,MongoDB ,https://db-engines.com/en/system/MongoDB,Document
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,28,SiteWhere,https://db-engines.com/en/system/SiteWhere,Time Series
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,28,VictoriaMetrics,https://db-engines.com/en/system/VictoriaMetrics,Time Series
Time Series DBMS,https://db-engines.com/en/ranking/time+series+dbms,28,Yanza,https://db-engines.com/en/system/Yanza,Time Series
Object oriented DBMS,https://db-engines.com/en/ranking/object+oriented+dbms,15,WakandaDB,https://db-engines.com/en/system/WakandaDB,Object oriented
Object oriented DBMS,https://db-engines.com/en/ranking/object+oriented+dbms,16,VelocityDB,https://db-engines.com/en/system/VelocityDB,Graph DBMS|Object oriented DBMS
Object oriented DBMS,https://db-engines.com/en/ranking/object+oriented+dbms,17,Versant FastObjects,https://db-engines.com/en/system/Versant+FastObjects,Object oriented
Complete ranking,https://db-engines.com/en/ranking,260,NEventStore,https://db-engines.com/en/system/NEventStore,Event
Complete ranking,https://db-engines.com/en/ranking,261,ITTIA,https://db-engines.com/en/system/ITTIA,Relational
Complete ranking,https://db-engines.com/en/ranking,262,RedStore,https://db-engines.com/en/system/RedStore,RDF
Complete ranking,https://db-engines.com/en/ranking,263,Sparksee,https://db-engines.com/en/system/Sparksee,Graph
Complete ranking,https://db-engines.com/en/ranking,264,Valentina Server,https://db-engines.com/en/system/Valentina+Server,Relational
Document stores,https://db-engines.com/en/ranking/document+store,2,Amazon DynamoDB ,https://db-engines.com/en/system/Amazon+DynamoDB,Document store|Key-value store
Document stores,https://db-engines.com/en/ranking/document+store,3,Couchbase ,https://db-engines.com/en/system/Couchbase,Document
Document stores,https://db-engines.com/en/ranking/document+store,4,Microsoft Azure Cosmos DB ,https://db-engines.com/en/system/Microsoft+Azure+Cosmos+DB,Document store|Graph DBMS|Key-value store|Wide column store
Document stores,https://db-engines.com/en/ranking/document+store,5,CouchDB,https://db-engines.com/en/system/CouchDB,Document
Document stores,https://db-engines.com/en/ranking/document+store,6,MarkLogic ,https://db-engines.com/en/system/MarkLogic,Document store|Native XML DBMS|RDF store|Search engine
Object oriented DBMS,https://db-engines.com/en/ranking/object+oriented+dbms,18,Siaqodb,https://db-engines.com/en/system/Siaqodb,Object oriented
Object oriented DBMS,https://db-engines.com/en/ranking/object+oriented+dbms,19,OrigoDB,https://db-engines.com/en/system/OrigoDB,Document store|Object oriented DBMS
Object oriented DBMS,https://db-engines.com/en/ranking/object+oriented+dbms,20,JSqlDb,https://db-engines.com/en/system/JSqlDb,Document store|Object oriented DBMS
Complete ranking,https://db-engines.com/en/ranking,265,ActorDB,https://db-engines.com/en/system/ActorDB,Relational
Complete ranking,https://db-engines.com/en/ranking,266,Quasardb ,https://db-engines.com/en/system/Quasardb,Time Series
Complete ranking,https://db-engines.com/en/ranking,267,Eloquera,https://db-engines.com/en/system/Eloquera,Object oriented
Document stores,https://db-engines.com/en/ranking/document+store,7,Firebase Realtime Database,https://db-engines.com/en/system/Firebase+Realtime+Database,Document
Document stores,https://db-engines.com/en/ranking/document+store,8,OrientDB,https://db-engines.com/en/system/OrientDB,Document store|Graph DBMS|Key-value store
Document stores,https://db-engines.com/en/ranking/document+store,9,RavenDB ,https://db-engines.com/en/system/RavenDB,Document
Complete ranking,https://db-engines.com/en/ranking,268,XtremeData,https://db-engines.com/en/system/XtremeData,Relational
Complete ranking,https://db-engines.com/en/ranking,269,GRAKN.AI ,https://db-engines.com/en/system/GRAKN.AI,Graph DBMS|Relational DBMS
Complete ranking,https://db-engines.com/en/ranking,270,Brytlyt,https://db-engines.com/en/system/Brytlyt,Relational
Document stores,https://db-engines.com/en/ranking/document+store,10,Google Cloud Datastore,https://db-engines.com/en/system/Google+Cloud+Datastore,Document
Document stores,https://db-engines.com/en/ranking/document+store,11,Google Cloud Firestore,https://db-engines.com/en/system/Google+Cloud+Firestore,Document
Document stores,https://db-engines.com/en/ranking/document+store,12,ArangoDB,https://db-engines.com/en/system/ArangoDB,Document store|Graph DBMS|Key-value store
Complete ranking,https://db-engines.com/en/ranking,271,GraphBase,https://db-engines.com/en/system/GraphBase,Graph
Complete ranking,https://db-engines.com/en/ranking,272,TinkerGraph,https://db-engines.com/en/system/TinkerGraph,Graph
Complete ranking,https://db-engines.com/en/ranking,273,Mulgara,https://db-engines.com/en/system/Mulgara,RDF
Document stores,https://db-engines.com/en/ranking/document+store,13,RethinkDB,https://db-engines.com/en/system/RethinkDB,Document
Document stores,https://db-engines.com/en/ranking/document+store,14,Cloudant,https://db-engines.com/en/system/Cloudant,Document
Document stores,https://db-engines.com/en/ranking/document+store,15,PouchDB,https://db-engines.com/en/system/PouchDB,Document
Complete ranking,https://db-engines.com/en/ranking,274,Strabon,https://db-engines.com/en/system/Strabon,RDF
Complete ranking,https://db-engines.com/en/ranking,275,Transbase,https://db-engines.com/en/system/Transbase,Relational
Complete ranking,https://db-engines.com/en/ranking,276,Blueflood,https://db-engines.com/en/system/Blueflood,Time Series
Document stores,https://db-engines.com/en/ranking/document+store,16,Apache Drill,https://db-engines.com/en/system/Apache+Drill,Document store|Relational DBMS
Document stores,https://db-engines.com/en/ranking/document+store,17,CloudKit,https://db-engines.com/en/system/CloudKit,Document
Document stores,https://db-engines.com/en/ranking/document+store,18,Mnesia,https://db-engines.com/en/system/Mnesia,Document
Complete ranking,https://db-engines.com/en/ranking,277,TayzGrid,https://db-engines.com/en/system/TayzGrid,Key-value
Complete ranking,https://db-engines.com/en/ranking,278,EJDB,https://db-engines.com/en/system/EJDB,Document
Complete ranking,https://db-engines.com/en/ranking,279,NosDB,https://db-engines.com/en/system/NosDB,Document
Complete ranking,https://db-engines.com/en/ranking,280,DensoDB,https://db-engines.com/en/system/DensoDB,Document
Complete ranking,https://db-engines.com/en/ranking,281,WakandaDB,https://db-engines.com/en/system/WakandaDB,Object oriented
Document stores,https://db-engines.com/en/ranking/document+store,19,Datameer,https://db-engines.com/en/system/Datameer,Document
Document stores,https://db-engines.com/en/ranking/document+store,20,FoundationDB,https://db-engines.com/en/system/FoundationDB,Document store|Key-value store|Relational DBMS
Document stores,https://db-engines.com/en/ranking/document+store,21,LiteDB,https://db-engines.com/en/system/LiteDB,Document
Document stores,https://db-engines.com/en/ranking/document+store,22,BigchainDB,https://db-engines.com/en/system/BigchainDB,Document
Document stores,https://db-engines.com/en/ranking/document+store,23,MapR-DB,https://db-engines.com/en/system/MapR-DB,Document store|Wide column store
Complete ranking,https://db-engines.com/en/ranking,282,VelocityDB,https://db-engines.com/en/system/VelocityDB,Graph DBMS|Object oriented DBMS
Complete ranking,https://db-engines.com/en/ranking,283,RaptorDB,https://db-engines.com/en/system/RaptorDB,Document
Complete ranking,https://db-engines.com/en/ranking,284,Versant FastObjects,https://db-engines.com/en/system/Versant+FastObjects,Object oriented
Complete ranking,https://db-engines.com/en/ranking,285,SenseiDB,https://db-engines.com/en/system/SenseiDB,Document
Complete ranking,https://db-engines.com/en/ranking,286,Bangdb,https://db-engines.com/en/system/Bangdb,Key-value
Document stores,https://db-engines.com/en/ranking/document+store,24,InterSystems IRIS ,https://db-engines.com/en/system/InterSystems+IRIS,Document store|Key-value store|Object oriented DBMS|Relational DBMS
Document stores,https://db-engines.com/en/ranking/document+store,25,Sqrrl,https://db-engines.com/en/system/Sqrrl,Document store|Graph DBMS|Key-value store|Wide column store
Document stores,https://db-engines.com/en/ranking/document+store,26,Percona Server for MongoDB ,https://db-engines.com/en/system/Percona+Server+for+MongoDB,Document
Complete ranking,https://db-engines.com/en/ranking,287,Siaqodb,https://db-engines.com/en/system/Siaqodb,Object oriented
Complete ranking,https://db-engines.com/en/ranking,288,TempoIQ,https://db-engines.com/en/system/TempoIQ,Time Series
Complete ranking,https://db-engines.com/en/ranking,289,JaguarDB ,https://db-engines.com/en/system/JaguarDB,Key-value
Document stores,https://db-engines.com/en/ranking/document+store,27,AlaSQL,https://db-engines.com/en/system/AlaSQL,Document store|Relational DBMS
Document stores,https://db-engines.com/en/ranking/document+store,28,LokiJS,https://db-engines.com/en/system/LokiJS,Document
Document stores,https://db-engines.com/en/ranking/document+store,29,FaunaDB ,https://db-engines.com/en/system/FaunaDB,Document store|Graph DBMS|Relational DBMS|Time Series DBMS
Complete ranking,https://db-engines.com/en/ranking,290,MammothDB,https://db-engines.com/en/system/MammothDB,Relational
Complete ranking,https://db-engines.com/en/ranking,291,BrightstarDB,https://db-engines.com/en/system/BrightstarDB,RDF
Complete ranking,https://db-engines.com/en/ranking,292,SiriDB,https://db-engines.com/en/system/SiriDB,Time Series
Complete ranking,https://db-engines.com/en/ranking,293,SwayDB,https://db-engines.com/en/system/SwayDB,Key-value
Complete ranking,https://db-engines.com/en/ranking,294,Badger,https://db-engines.com/en/system/Badger,Key-value
Complete ranking,https://db-engines.com/en/ranking,295,IRONdb ,https://db-engines.com/en/system/IRONdb,Time Series
Document stores,https://db-engines.com/en/ranking/document+store,30,YugaByte DB,https://db-engines.com/en/system/YugaByte+DB,Document store|Key-value store|Wide column store
Document stores,https://db-engines.com/en/ranking/document+store,31,Sequoiadb ,https://db-engines.com/en/system/Sequoiadb,Document store|Relational DBMS
Document stores,https://db-engines.com/en/ranking/document+store,32,EJDB,https://db-engines.com/en/system/EJDB,Document
Document stores,https://db-engines.com/en/ranking/document+store,33,NosDB,https://db-engines.com/en/system/NosDB,Document
Document stores,https://db-engines.com/en/ranking/document+store,34,DensoDB,https://db-engines.com/en/system/DensoDB,Document
Complete ranking,https://db-engines.com/en/ranking,296,Dydra,https://db-engines.com/en/system/Dydra,RDF
Complete ranking,https://db-engines.com/en/ranking,297,Manticore Search,https://db-engines.com/en/system/Manticore+Search,Search engine
